index,symbol,Date,open,high,low,close,volume,adj close,prev_day_diff,50_day_moving_avg,10_day_volatility,s&p_index_open,s&p_index_high,s&p_index_low,s&p_index_close,s&p_index_volume,s&p_index_adj_close
0,FB,2012-05-31,28.549999,29.67,26.83,29.6,111639200,29.6,,,,1313.089966,1319.73999,1298.900024,1310.329956,4557620000,1310.329956
1,FB,2012-06-01,28.889999,29.15,27.389999,27.719998999999998,41855500,27.719998999999998,-1.8800010000000036,,,1309.869995,1309.869995,1277.25,1278.040039,4669350000,1278.040039
2,FB,2012-06-04,27.200001,27.65,26.440001000000002,26.9,35230300,26.9,-0.8199989999999993,,,1278.290039,1282.550049,1266.73999,1278.180054,4011960000,1278.180054
3,FB,2012-06-05,26.700001,27.76,25.75,25.870001000000002,42473400,25.870001000000002,-1.0299989999999966,,,1277.819946,1287.619995,1274.160034,1285.5,3403230000,1285.5
